item_code,name,hardware_type,brand,series,runner_height,runner_depth,handling_cost,unit_cost,machining_cost,assembly_cost,source_category,product_type,product_id,raw_article_sku,sale_price_aud,rrp_aud,unit,availability,pricing_status,price_scope,review_status,visibility_status,image_url,source_image_url,source_url,captured_at,scraper_item_hash
P-01496363,"Furniture handle, Häfele Déco H2155, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,11.23,0,0,Furniture Handles & Knobs,handle,P-01496363,P-01496363,11.23,17.27,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04523371.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04523371.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2155-zinc-alloy/P-01496363/,2026-06-21T02:39:12.871Z,42bbf718763f5ab2cff3742b20d048c6195b7c84bf6b78f23f00b3da2e927dcc
P-01496365,"Furniture handle, Häfele Déco H2180, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,7.75,0,0,Furniture Handles & Knobs,handle,P-01496365,P-01496365,7.75,11.93,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04524488.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04524488.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2180-zinc-alloy/P-01496365/,2026-06-21T02:39:12.871Z,12f04f2890027ad3f26e98beee62ded19d6309cd34b71969cca1211e540aaa17
P-01496367,"Furniture Handle, Häfele Déco H2190, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,7.91,0,0,Furniture Handles & Knobs,handle,P-01496367,P-01496367,7.91,12.18,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04518478.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04518478.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2190-zinc-alloy/P-01496367/,2026-06-21T02:39:12.871Z,2f938d885034af12f089e53d334438c975d73971f74b5e89700a7639b7271e3e
P-01496416,"Furniture Handle, Häfele Déco H2195",handle,Hafele,Furniture Handles & Knobs,,,0,10.74,0,0,Furniture Handles & Knobs,handle,P-01496416,P-01496416,10.74,16.52,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04523943.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04523943.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2195/P-01496416/,2026-06-21T02:39:12.871Z,ba01744a91a94252c558f37b7c7b9a32a2ee7955c3b7a70d3d4fd4fa4fa47f7c
P-01575021,"Furniture handle, Häfele Déco H2370, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,7.55,0,0,Furniture Handles & Knobs,handle,P-01575021,P-01575021,7.55,11.62,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766590.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766590.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2370-zinc-alloy/P-01575021/,2026-06-21T02:39:12.871Z,cde646b18c8c0f51677181494c5e55b52a97f918ae9653748e201637d950dbc9
P-01655572,"Furniture handle, Häfele Déco H2390, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,11.63,0,0,Furniture Handles & Knobs,handle,P-01655572,P-01655572,11.63,17.89,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766602.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766602.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2390-zinc-alloy/P-01655572/,2026-06-21T02:39:12.871Z,bd4341db23ffc8a251efa9234f2c08ee0419e7b6292ad4430988573018e07265
P-01655573,"Furniture handle, Häfele Déco H2395, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,9.23,0,0,Furniture Handles & Knobs,handle,P-01655573,P-01655573,9.23,14.2,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766605.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766605.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2395-zinc-alloy/P-01655573/,2026-06-21T02:39:12.871Z,5877222d152094525227569f4add21c0b30f9e69fe68496df50cad82ae547595
P-01995850,"Furniture handle, Häfele Déco H2520, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,5.37,0,0,Furniture Handles & Knobs,handle,P-01995850,P-01995850,5.37,8.26,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04894087.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04894087.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2520-zinc-alloy/P-01995850/,2026-06-21T02:39:12.870Z,98dea1716dbd026319099b931e2b8938150997fdee77864ef021a20bbc917e2c
P-02001134,"Furniture handle, Häfele Déco H2555, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,5.43,0,0,Furniture Handles & Knobs,handle,P-02001134,P-02001134,5.43,8.36,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908552.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908552.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2555-zinc-alloy/P-02001134/,2026-06-21T02:39:12.871Z,4f1201b10075cc176322e6b3603655aa58afee17037b0ebee79fe738470a8f49
P-02001135,"Furniture handle, Häfele Déco H2565, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,5.03,0,0,Furniture Handles & Knobs,handle,P-02001135,P-02001135,5.03,7.73,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04888168.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04888168.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2565-zinc-alloy/P-02001135/,2026-06-21T02:39:12.870Z,79b2f9357cf4517301cb584a712740f1dbf940d9dbbea56659efc68f45353058
P-02001184,"Furniture handle, Häfele Déco H2575, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,4.29,0,0,Furniture Handles & Knobs,handle,P-02001184,P-02001184,4.29,6.6,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893810.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893810.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2575-zinc-alloy/P-02001184/,2026-06-21T02:39:12.870Z,16b235cb54620ea90db0cc2cc15b283f680c4785ec1e8169eccdb5a57232f2bd
P-02001195,"Furniture handle, Häfele Déco H2585, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,5.3,0,0,Furniture Handles & Knobs,handle,P-02001195,P-02001195,5.3,8.16,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893804.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04893804.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2585-zinc-alloy/P-02001195/,2026-06-21T02:39:12.871Z,ba749907c42e9f90ab74128e690f39e2fae2782cf6cdcf01c08ee5a998fb9405
P-02001207,"Furniture handle, Häfele Déco H2590, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,6.89,0,0,Furniture Handles & Knobs,handle,P-02001207,P-02001207,6.89,10.61,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04888186.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04888186.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2590-zinc-alloy/P-02001207/,2026-06-21T02:39:12.871Z,3526dfcf89035ea882bacd6b81b0ca358fa91bd63fd7e74ebd430f210f449b3a
106.69.073,"Furniture handle, Häfele Déco, H2165, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,3.59,0,0,Furniture Handles & Knobs,handle,P-01496417,10669073,3.59,5.53,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04521711.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04521711.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-h2165-zinc-alloy/P-01496417/,2026-06-21T02:39:12.871Z,c096994f639372afebf38743b96e62c20ef6fd8675f16aa58efefee70b5034dc
155.01.002,"Furniture handle, Häfele Déco, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,23.61,0,0,Furniture Handles & Knobs,handle,P-00853438,15501002,23.61,33.73,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00651692.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00651692.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-stainless-steel/P-00853438/,2026-06-21T02:39:12.871Z,c0b482560cc8a331b2a4981a86cd65e5449f9d1664bd1f01b0e423c18ef8549c
155.01.103,"Furniture handle, Häfele Déco, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,6.22,0,0,Furniture Handles & Knobs,handle,P-00853271,15501103,6.22,8.89,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00651695.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00651695.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-stainless-steel/P-00853271/,2026-06-21T02:39:12.871Z,6fde998e58a5ce9340a811d83724e3e5148ad27e50158392bdbab50a3d87dbb5
P-01318450,"Furniture handle, Häfele Déco, stainless steel",handle,Hafele,Furniture Handles & Knobs,,,0,3.55,0,0,Furniture Handles & Knobs,handle,P-01318450,P-01318450,3.55,5.07,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04424020.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04424020.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-stainless-steel/P-01318450/,2026-06-21T02:39:12.870Z,3cd32cd373e4e86f64fc7bc47e6706ee01a5c35e975057cc3dc1939defe71dd8
P-00854355,"Furniture handle, Häfele Déco, steel",handle,Hafele,Furniture Handles & Knobs,,,0,1.9,0,0,Furniture Handles & Knobs,handle,P-00854355,P-00854355,1.9,2.71,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00639750.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00639750.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-steel/P-00854355/,2026-06-21T02:39:12.870Z,1a5770af1259ce8c479f436f1eece0ce59854089ad87524c08c7ec11ed28a814
P-00853579,"Furniture handle, Häfele Déco, straight-edged, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,3.41,0,0,Furniture Handles & Knobs,handle,P-00853579,P-00853579,3.41,4.88,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00639075.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00639075.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-straight-edged-zinc-alloy/P-00853579/,2026-06-21T02:39:12.870Z,e606cb3f22b5df125f4b03332162a2081d866278b7a1b042ff85579297472576
155.00.270,"Furniture handle, Häfele Déco, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,6.64,0,0,Furniture Handles & Knobs,handle,P-00854430,15500270,6.64,9.48,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00633770.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00633770.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-zinc-alloy/P-00854430/,2026-06-21T02:39:12.871Z,2e5c1c42476248c119a19d79ba3b8050edf55e2691e8da07caf8362c89c53001
P-00852791,"Furniture handle, Häfele Déco, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,3.45,0,0,Furniture Handles & Knobs,handle,P-00852791,P-00852791,3.45,4.93,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00631709.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00631709.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-zinc-alloy/P-00852791/,2026-06-21T02:39:12.871Z,62f57f48dc93084d50eb5edd62f4096ac546e779080ac45a896b0f2ae9ca62b8
P-00853655,"Furniture handle, Häfele Déco, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,1.23,0,0,Furniture Handles & Knobs,handle,P-00853655,P-00853655,1.23,1.76,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00638441.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00638441.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-zinc-alloy/P-00853655/,2026-06-21T02:39:12.872Z,8c8eb6ca6827c0276f8411b23e8ffcb7a2fed4705312a2182e29c219d2b32162
P-00853943,"Furniture handle, Häfele Déco, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,5.12,0,0,Furniture Handles & Knobs,handle,P-00853943,P-00853943,5.12,7.31,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00643749.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00643749.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-zinc-alloy/P-00853943/,2026-06-21T02:39:12.870Z,618d74ef5cc535d06be7e7133b421d0a9584ca5be52c4d696e4385b0646443e3
P-01318456,"Furniture handle, Häfele Déco, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,2.15,0,0,Furniture Handles & Knobs,handle,P-01318456,P-01318456,2.15,3.07,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04421484.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04421484.jpg,https://www.hafele.com.au/en/product/furniture-handle-haefele-d-co-zinc-alloy/P-01318456/,2026-06-21T02:39:12.870Z,aa43a81dcabff18c778ece024b84f30b3e62e32cc9e43226fc845eb6167e7e17
P-01356121,"Furniture handle, Handle With Base, Aluminium, Häfele Déco H2115",handle,Hafele,Furniture Handles & Knobs,,,0,8.84,0,0,Furniture Handles & Knobs,handle,P-01356121,P-01356121,8.84,13.59,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04470746.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04470746.jpg,https://www.hafele.com.au/en/product/furniture-handle-handle-with-base-aluminium-haefele-d-co-h2115/P-01356121/,2026-06-21T02:39:12.871Z,a109a904fe4dda21c549a9c085846c39ec52ea116b87a3427f6b2c9922a30105
P-01343160,"Furniture handle, Handle With Base, Wood",handle,Hafele,Furniture Handles & Knobs,,,0,21.01,0,0,Furniture Handles & Knobs,handle,P-01343160,P-01343160,21.01,30.01,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04436516.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04436516.jpg,https://www.hafele.com.au/en/product/furniture-handle-handle-with-base-wood/P-01343160/,2026-06-21T02:39:12.872Z,fd9f853da8ad4a03ca1d2dd29b62c02885be5cc7a4fd2d49b55c98e87b975f31
101.98.903,"Furniture handle, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,20.99,0,0,Furniture Handles & Knobs,handle,P-00853160,10198903,20.99,29.98,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00646433.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00646433.jpg,https://www.hafele.com.au/en/product/furniture-handle-luxe/P-00853160/,2026-06-21T02:39:12.872Z,fe6512d565dea958980bf1fb8c857d68551cebd9d07cf8320adc24e771e41898
110.20.235,"Furniture handle, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,19.04,0,0,Furniture Handles & Knobs,handle,P-00853922,11020235,19.04,27.2,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00634383.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00634383.jpg,https://www.hafele.com.au/en/product/furniture-handle-luxe/P-00853922/,2026-06-21T02:39:12.872Z,dd2d8ff4a315ee93f1dee776f752a4ffb510ba8e4d0328440b6d19148e34cc16
P-00852793,"Furniture handle, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,20.38,0,0,Furniture Handles & Knobs,handle,P-00852793,P-00852793,20.38,29.11,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00647809.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00647809.jpg,https://www.hafele.com.au/en/product/furniture-handle-luxe/P-00852793/,2026-06-21T02:39:12.872Z,062edec60d9965d36adf6e093d2ded899d48d4c4aebf412b879275e79392d869
155.02.110,"Furniture handle, Porcelain",handle,Hafele,Furniture Handles & Knobs,,,0,22.11,0,0,Furniture Handles & Knobs,handle,P-01318453,15502110,22.11,31.58,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649211.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649211.jpg,https://www.hafele.com.au/en/product/furniture-handle-porcelain/P-01318453/,2026-06-21T02:39:12.872Z,560d11155053305b22869a3b289f9117ef72d495c021dcd31057e5bb8eb89d19
P-00853200,"Furniture handle, Stainless steel, pull handle",handle,Hafele,Furniture Handles & Knobs,,,0,3.1,0,0,Furniture Handles & Knobs,handle,P-00853200,P-00853200,3.1,4.42,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04683683.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04683683.jpg,https://www.hafele.com.au/en/product/furniture-handle-stainless-steel-pull-handle/P-00853200/,2026-06-21T02:39:12.872Z,c300afd89631e1c0457410e522b69770958c424caa9a4e5c3f811812f49655e4
